ext,proj_name,type,len,text,referencedLine
java,elasticsearch,block,6,"/*
         * Here we use threadPool::absoluteTimeInMillis rather than System::currentTimeInMillis because snapshot start time is set using
         * ThreadPool.absoluteTimeInMillis(). ThreadPool.absoluteTimeInMillis() returns a cached time that can be several hundred
         * milliseconds behind System.currentTimeMillis(). The result is that a snapshot taken after a policy is created can have a start
         * time that is before the policy's (or action's) start time if System::currentTimeInMillis is used here.
         */",LongSupplier nowSupplier = services.threadPool()::absoluteTimeInMillis;
java,beam,block,2,"// TODO(yaml): Consider allowing the full java schema naming syntax
// (perhaps as a different dialect/language).",boolean append = configuration.getAppend() != null && configuration.getAppend();
java,spark,block,2,"// Http transport mode.
// We set the thread local username, in ThriftHttpServlet.","if (cliService.getHiveConf().getVar(
        ConfVars.HIVE_SERVER2_TRANSPORT_MODE).equalsIgnoreCase(""http"")) {
      userName = SessionManager.getUserName();
    }"
java,elasticsearch,singleton,1,// rectangle is a point,"addFields(LatLonShape.createIndexableFields(name, r.getMinLat(), r.getMinLon()));"
java,elasticsearch,block,9,"// to the IndicesStatsRequest and therefore only a partial view of the
// write-index write-load is stored during rollover.
// In this test we simulate the following scenario:
// - The DataStream template is configured to have 2 shards and 1 replica
// - There's an allocation rule to allocate the data stream nodes in 4 particular nodes
// - We want to simulate two possible cases here:
// - All the assigned nodes for shard 0 will fail to respond to the IndicesStatsRequest
// - Only the shard 1 replica will respond successfully to the IndicesStatsRequest ensuring that we fall back in that case
// (only if it's not co-located with some other shard copies)",final List<String> dataOnlyNodes = internalCluster().startDataOnlyNodes(4);
java,kafka,singleton,1,"// if the KTableSource should not be materialized, stores will be null or empty","final KTableSource<K, V> tableSource = (KTableSource<K, V>) processorParameters.processorSupplier();"
java,hadoop,block,4,"// server doesn't support a feature.
// raised from a number of HTTP error codes -mostly from
// third-party stores which only support a subset of AWS S3
// operations.","policyMap.put(AWSUnsupportedFeatureException.class, fail);"
java,ignite,singleton,1,// Notify distributed processes on node leave.,"for (Map.Entry<UUID, WalStateDistributedProcess> procEntry : procs.entrySet()) {
                    WalStateDistributedProcess proc = procEntry.getValue();

                    proc.onNodeLeft(nodeId);

                    sendFinishMessageIfNeeded(proc);
                }"
java,cassandra,inline,1,// throwOnOverload = false,else
java,elasticsearch,singleton,1,"// postings hl doesn't support require_field_match, its field needs to be queried directly",". query (termQuery(""field-postings"", ""test""))"
java,hadoop,singleton,1,"// For custom codec, we throw exception if the factory is not configured","String codecKey = ""io.erasurecode.codec."" + codec + "".coder"";"
java,beam,singleton,1,// this means we will never see any more side input,emitAllPushbackValues();
java,elasticsearch,singleton,1,"// If we reached this point, all of the buffered ops should have been flushed successfully.",assert buffer == null;
java,ignite,singleton,1,// Avoid edge case of a single Node with non-null item.,Node<E> newNode = new Node<E>(null);
java,hadoop,singleton,1,// on the synchronized lock before it entered this synchronized method,"LOG.info(
            ""Skipping scheduling as the node "" + nodeID + "" has been removed"");"
java,hadoop,singleton,1,// Update metrics,datanode.getMetrics().incrRamDiskBlocksEvicted();
java,elasticsearch,block,3,"// * A relocation will retry the reroute phase.
// * Allocation ids protect against spurious requests towards old allocations.
// * We apply the cluster state on IndexShard instances before making it available for routing","assert state == IndexShardState.STARTED || state == IndexShardState.CLOSED : ""primary indexing unexpected in state ["" + state + ""]"";"
java,ignite,singleton,1,// drStorages contains path with the DB and folderName.,File drStorage = ft.dataRegionStorages().get(drName);
java,hadoop,block,2,"//Since rename is a non-atomic operation, after copy fails,
// it is not allowed to delete the data of the original path.",return false;
java,hadoop,singleton,1,// Map to record INodeReference to the referred id,ImmutableList<Long> refIdList = null;
java,hadoop,block,4,"// Add the directory metadata to the list only if it's not already
// there.  See earlier note, we prefer CloudBlobWrapper over
// CloudDirectoryWrapper because it may have additional metadata (
// properties and ACLs).","if (!metadataHashMap.containsKey(dirKey)) {

              // Reached the targeted listing depth. Return metadata for the
              // directory using default permissions.
              //
              // Note: Something smarter should be done about permissions. Maybe
              // inherit the permissions of the first non-directory blob.
              // Also, getting a proper value for last-modified is tricky.
              //
              FileMetadata directoryMetadata = new FileMetadata(dirKey,
                  0,
                  defaultPermissionNoBlobMetadata(),
                  BlobMaterialization.Implicit,
                  hadoopBlockSize);

              // Add the directory metadata to the list.
              metadataHashMap.put(dirKey, directoryMetadata);
            }"
java,spring-boot,singleton,1,// Most build systems will have copied the file to the class output location,"FileObject fileObject = this.environment.getFiler()
			.getResource(StandardLocation.CLASS_OUTPUT, """", ADDITIONAL_METADATA_PATH);"
java,cassandra,block,2,"// satisfy large allocations directly from JVM since they don't cause fragmentation
// as badly, and fill up our regions quickly","Region region = new Region(MemoryUtil.allocate(size), size);"
java,beam,singleton,1,// state will be immediately deleted.,"if (!isFinished) {
                  paneInfoTracker.storeCurrentPaneInfo(directContext, pane);
                }"
java,elasticsearch,singleton,1,"// Else it's either explicitly enabled, or not defined in the settings so it is implicitly enabled.",}
java,cassandra,singleton,1,"//CSA(foursA, twos, twos, twosA, twosB)","{
         long u=twos^twosA;
         foursA=(twos&twosA)|(u&twosB);
         twos=u^twosB;
       }"
java,hadoop,block,10,"// The exists() check will push any pending rename operation forward,
// if there is one, and return false.
//
// At this point, we have exclusive access to the source folder
// via the lease, so we will not conflict with an active folder
// rename operation.
//
// In the secure case, the call to exists will happen in the context
// of the user that initiated the operation. In this case, we should
// do the auth-check against ranger for the path.","if (!exists(parent)) {
      try {

        // This'll let the keep-alive thread exit as soon as it wakes up.
        lease.free();
      } catch (Exception e) {
        LOG.warn(""Unable to free lease because: {}"", e.getMessage());
      }
      throw new FileNotFoundException(""Cannot create file "" +
          f.getName() + "" because parent folder does not exist."");
    }"
java,hadoop,block,3,"// Checksum options are ignored by default. The file systems that
// implement checksum need to override this method. The full
// support is currently only available in DFS.","return create(f, permission, flags.contains(CreateFlag.OVERWRITE),
        bufferSize, replication, blockSize, progress);"
java,ignite,singleton,1,// Just allocate a new node page and add our data page there.,final long nextId = allocatePage(null);
java,elasticsearch,singleton,1,"// Nothing to hash atm, so just use the action name",return Objects.hashCode(INSTANCE.name());
java,ignite,inline,1,// Skip all candidates in case when no tx that owns lock.,(!owner)
java,elasticsearch,singleton,1,// before refresh - document is only in translog,"assertGetFieldsAlwaysNull(indexOrAlias(), ""1"", fieldsList);"
java,hadoop,singleton,1,// Check if name has already been registered,"if (metricsMap.containsKey(name)) {
      throw new MetricsException(""Metric name ""+ name +"" already exists!"");
    }"
java,elasticsearch,block,3,"// to remove the in-memory structures for the index and not delete the
// contents on disk because the index will later be re-imported as a
// dangling index","assert indexMetadata != null || event.isNewCluster()
                    : ""index ""
                        + index
                        + "" does not exist in the cluster state, it should either ""
                        + ""have been deleted or the cluster must be new"";"
java,hadoop,block,1,/* Should not be invoked by anyone. */,"throw new NotImplementedException(""Code is not implemented"");"
java,elasticsearch,block,5,"/* at this point:
             *  the query against the local cluster should be running because it's blocked
             */
// run the stop query",var stopRequest = new AsyncStopRequest(asyncExecutionId);
java,spark,block,4,"// The map is already at MAX_CAPACITY and cannot grow. Instead, we prevent it from
// accepting any more new elements to make sure we don't exceed the load factor. If we
// need to spill later, this allows UnsafeKVExternalSorter to reuse the array for
// sorting.",canGrowArray = false;
java,elasticsearch,block,2,"// providing different numeric input with format should work, but bucket
// keys are different now","assertNoFailuresAndResponse(
            prepareSearch(indexName).setSize(0)
                .addAggregation(
                    dateRange(""date_range"").field(""date"").addRange(1000000, 3000000).addRange(3000000, 4000000).format(""epoch_millis"")
                ),
            response -> {
                assertThat(response.getHits().getTotalHits().value(), equalTo(3L));
                List<Range.Bucket> buckets = checkBuckets(response.getAggregations().get(""date_range""), ""date_range"", 2);
                assertBucket(buckets.get(0), 2L, ""1000000-3000000"", 1000000L, 3000000L);
                assertBucket(buckets.get(1), 1L, ""3000000-4000000"", 3000000L, 4000000L);
            }
        );"
java,hadoop,singleton,1,// FileInfo available in cache.,HistoryFileInfo fileInfo = jobListCache.get(jobId);
java,hadoop,block,8,"/*
       * Previously here, we can allocate more than one container for each
       * allocation under rootQ. Now this logic is not proper any more
       * in global scheduling world.
       *
       * So here do not try to allocate more than one container for each
       * allocation, let top scheduler make the decision.
       */",break;
java,elasticsearch,block,2,"// TODO we should use the effective subject realm here but need to handle the failed lookup scenario, in which the realm may be
// `null`. Since this method is used in audit logging, this requires some care.","if (authentication.isFailedRunAs()) {
                return authentication.getAuthenticatingSubject().getRealm().getName();
            } else {
                return authentication.getEffectiveSubject().getRealm().getName();
            }"
java,elasticsearch,singleton,1,"// loop until we've computed the next time, or we've past the endTime","while (gotOne == false) {

            if (cl.getYear() > 2999) { // prevent endless loop...
                return -1;
            }

            SortedSet<Integer> st = null;
            int t = 0;

            int sec = cl.getSecond();
            int min = cl.getMinute();

            // get second.................................................
            st = seconds.tailSet(sec);
            if (st != null && st.size() != 0) {
                sec = st.first();
            } else {
                sec = seconds.first();
                min++;
                cl.setMinute(min);
            }
            cl.setSecond(sec);

            min = cl.getMinute();
            int hr = cl.getHour();
            t = -1;

            // get minute.................................................
            st = minutes.tailSet(min);
            if (st != null && st.size() != 0) {
                t = min;
                min = st.first();
            } else {
                min = minutes.first();
                hr++;
            }
            if (min != t) {
                cl.setSecond(0);
                cl.setMinute(min);
                cl.setHour(hr);
                continue;
            }
            cl.setMinute(min);

            hr = cl.getHour();
            int day = cl.getDayOfMonth();
            t = -1;

            // get hour...................................................
            st = hours.tailSet(hr);
            if (st != null && st.size() != 0) {
                t = hr;
                hr = st.first();
            } else {
                hr = hours.first();
                day++;
            }
            if (hr != t) {
                cl.setSecond(0);
                cl.setMinute(0);
                cl.setDayOfMonth(day);
                cl.setHour(hr);
                continue;
            }
            cl.setHour(hr);

            day = cl.getDayOfMonth();
            int mon = cl.getMonth() + 1;
            // '+ 1' because calendar is 0-based for this field, and we are
            // 1-based
            t = -1;
            int tmon = mon;

            // get day...................................................
            boolean dayOfMSpec = daysOfMonth.contains(NO_SPEC) == false;
            boolean dayOfWSpec = daysOfWeek.contains(NO_SPEC) == false;
            if (dayOfMSpec && dayOfWSpec == false) { // get day by day of month rule
                st = daysOfMonth.tailSet(day);
                if (lastdayOfMonth) {
                    if (nearestWeekday == false) {
                        t = day;
                        day = getLastDayOfMonth(mon, cl.getYear());
                        day -= lastdayOffset;
                        if (t > day) {
                            mon++;
                            if (mon > 12) {
                                mon = 1;
                                tmon = 3333; // ensure test of mon != tmon further below fails
                                cl.plusYears(1);
                            }
                            day = 1;
                        }
                    } else {
                        t = day;
                        day = getLastDayOfMonth(mon, cl.getYear());
                        day -= lastdayOffset;

                        LocalDateTimeLegacyWrapper tcal = new LocalDateTimeLegacyWrapper(LocalDateTime.now(timeZone));
                        tcal.setSecond(0);
                        tcal.setMinute(0);
                        tcal.setHour(0);
                        tcal.setDayOfMonth(day);
                        tcal.setMonth(mon - 1);
                        tcal.setYear(cl.getYear());

                        int ldom = getLastDayOfMonth(mon, cl.getYear());
                        int dow = tcal.getDayOfWeek();

                        if (dow == Calendar.SATURDAY && day == 1) {
                            day += 2;
                        } else if (dow == Calendar.SATURDAY) {
                            day -= 1;
                        } else if (dow == Calendar.SUNDAY && day == ldom) {
                            day -= 2;
                        } else if (dow == Calendar.SUNDAY) {
                            day += 1;
                        }

                        tcal.setSecond(sec);
                        tcal.setMinute(min);
                        tcal.setHour(hr);
                        tcal.setDayOfMonth(day);
                        tcal.setMonth(mon - 1);
                        if (tcal.isBefore(afterTimeLdt)) {
                            day = 1;
                            mon++;
                        }
                    }
                } else if (nearestWeekday) {
                    t = day;
                    day = daysOfMonth.first();

                    LocalDateTimeLegacyWrapper tcal = new LocalDateTimeLegacyWrapper(LocalDateTime.now(timeZone));
                    tcal.setSecond(0);
                    tcal.setMinute(0);
                    tcal.setHour(0);
                    tcal.setDayOfMonth(day);
                    tcal.setMonth(mon - 1);
                    tcal.setYear(cl.getYear());

                    int ldom = getLastDayOfMonth(mon, cl.getYear());
                    int dow = tcal.getDayOfWeek();

                    if (dow == Calendar.SATURDAY && day == 1) {
                        day += 2;
                    } else if (dow == Calendar.SATURDAY) {
                        day -= 1;
                    } else if (dow == Calendar.SUNDAY && day == ldom) {
                        day -= 2;
                    } else if (dow == Calendar.SUNDAY) {
                        day += 1;
                    }

                    tcal.setSecond(sec);
                    tcal.setMinute(min);
                    tcal.setHour(hr);
                    tcal.setDayOfMonth(day);
                    tcal.setMonth(mon - 1);
                    if (tcal.isAfter(afterTimeLdt)) {
                        day = daysOfMonth.first();
                        mon++;
                    }
                } else if (st != null && st.size() != 0) {
                    t = day;
                    day = st.first();
                    // make sure we don't over-run a short month, such as february
                    int lastDay = getLastDayOfMonth(mon, cl.getYear());
                    if (day > lastDay) {
                        day = daysOfMonth.first();
                        mon++;
                    }
                } else {
                    day = daysOfMonth.first();
                    mon++;
                }

                if (day != t || mon != tmon) {
                    cl.setSecond(0);
                    cl.setMinute(0);
                    cl.setHour(0);
                    cl.setDayOfMonth(day);
                    cl.setMonth(mon - 1);
                    // '- 1' because calendar is 0-based for this field, and we
                    // are 1-based
                    continue;
                }
            } else if (dayOfWSpec && dayOfMSpec == false) { // get day by day of week rule
                if (lastdayOfWeek) { // are we looking for the last XXX day of
                    // the month?
                    int dow = daysOfWeek.first(); // desired
                    // d-o-w
                    int cDow = cl.getDayOfWeek(); // current d-o-w
                    int daysToAdd = 0;
                    if (cDow < dow) {
                        daysToAdd = dow - cDow;
                    }
                    if (cDow > dow) {
                        daysToAdd = dow + (7 - cDow);
                    }

                    int lDay = getLastDayOfMonth(mon, cl.getYear());

                    if (day + daysToAdd > lDay) { // did we already miss the
                        // last one?
                        cl.setSecond(0);
                        cl.setMinute(0);
                        cl.setHour(0);
                        cl.setDayOfMonth(1);
                        cl.setMonth(mon);
                        // no '- 1' here because we are promoting the month
                        continue;
                    }

                    // find date of last occurrence of this day in this month...
                    while ((day + daysToAdd + 7) <= lDay) {
                        daysToAdd += 7;
                    }

                    day += daysToAdd;

                    if (daysToAdd > 0) {
                        cl.setSecond(0);
                        cl.setMinute(0);
                        cl.setHour(0);
                        cl.setDayOfMonth(day);
                        cl.setMonth(mon - 1);
                        // '- 1' here because we are not promoting the month
                        continue;
                    }

                } else if (nthdayOfWeek != 0) {
                    // are we looking for the Nth XXX day in the month?
                    int dow = daysOfWeek.first(); // desired
                    // d-o-w
                    int cDow = cl.getDayOfWeek(); // current d-o-w
                    int daysToAdd = 0;
                    if (cDow < dow) {
                        daysToAdd = dow - cDow;
                    } else if (cDow > dow) {
                        daysToAdd = dow + (7 - cDow);
                    }

                    boolean dayShifted = false;
                    if (daysToAdd > 0) {
                        dayShifted = true;
                    }

                    day += daysToAdd;
                    int weekOfMonth = day / 7;
                    if (day % 7 > 0) {
                        weekOfMonth++;
                    }

                    daysToAdd = (nthdayOfWeek - weekOfMonth) * 7;
                    day += daysToAdd;
                    if (daysToAdd < 0 || day > getLastDayOfMonth(mon, cl.getYear())) {
                        cl.setSecond(0);
                        cl.setMinute(0);
                        cl.setHour(0);
                        cl.setDayOfMonth(1);
                        cl.setMonth(mon);
                        // no '- 1' here because we are promoting the month
                        continue;
                    } else if (daysToAdd > 0 || dayShifted) {
                        cl.setSecond(0);
                        cl.setMinute(0);
                        cl.setHour(0);
                        cl.setDayOfMonth(day);
                        cl.setMonth(mon - 1);
                        // '- 1' here because we are NOT promoting the month
                        continue;
                    }
                } else {
                    int cDow = cl.getDayOfWeek(); // current d-o-w
                    int dow = daysOfWeek.first(); // desired
                    // d-o-w
                    st = daysOfWeek.tailSet(cDow);
                    if (st != null && st.size() > 0) {
                        dow = st.first();
                    }

                    int daysToAdd = 0;
                    if (cDow < dow) {
                        daysToAdd = dow - cDow;
                    }
                    if (cDow > dow) {
                        daysToAdd = dow + (7 - cDow);
                    }

                    int lDay = getLastDayOfMonth(mon, cl.getYear());

                    if (day + daysToAdd > lDay) { // will we pass the end of
                        // the month?
                        cl.setSecond(0);
                        cl.setMinute(0);
                        cl.setHour(0);
                        cl.setDayOfMonth(1);
                        cl.setMonth(mon);
                        // no '- 1' here because we are promoting the month
                        continue;
                    } else if (daysToAdd > 0) { // are we swithing days?
                        cl.setSecond(0);
                        cl.setMinute(0);
                        cl.setHour(0);
                        cl.setDayOfMonth(day + daysToAdd);
                        cl.setMonth(mon - 1);
                        // '- 1' because calendar is 0-based for this field,
                        // and we are 1-based
                        continue;
                    }
                }
            } else { // dayOfWSpec && dayOfMSpec == false
                return -1;
                // throw new UnsupportedOperationException(
                // ""Support for specifying both a day-of-week AND a day-of-month parameter is not implemented."");
            }
            cl.setDayOfMonth(day);

            mon = cl.getMonth() + 1;
            // '+ 1' because calendar is 0-based for this field, and we are
            // 1-based
            int year = cl.getYear();
            t = -1;

            // test for expressions that never generate a valid fire date,
            // but keep looping...
            if (year > MAX_YEAR) {
                return -1;
                // throw new ElasticsearchIllegalArgumentException(""given time is not supported by cron ["" + formatter.print(time) + ""]"");
            }

            // get month...................................................
            st = months.tailSet(mon);
            if (st != null && st.size() != 0) {
                t = mon;
                mon = st.first();
            } else {
                mon = months.first();
                year++;
            }
            if (mon != t) {
                cl.setSecond(0);
                cl.setMinute(0);
                cl.setHour(0);
                cl.setDayOfMonth(1);
                cl.setMonth(mon - 1);
                // '- 1' because calendar is 0-based for this field, and we are
                // 1-based
                cl.setYear(year);
                continue;
            }
            cl.setMonth(mon - 1);
            // '- 1' because calendar is 0-based for this field, and we are
            // 1-based

            year = cl.getYear();
            t = -1;

            // get year...................................................
            st = years.tailSet(year);
            if (st != null && st.size() != 0) {
                t = year;
                year = st.first();
            } else {
                return -1;
                // throw new ElasticsearchIllegalArgumentException(""given time is not supported by cron ["" + formatter.print(time) + ""]"");
            }

            if (year != t) {
                cl.setSecond(0);
                cl.setMinute(0);
                cl.setHour(0);
                cl.setDayOfMonth(1);
                cl.setMonth(0);
                // '- 1' because calendar is 0-based for this field, and we are
                // 1-based
                cl.setYear(year);
                continue;
            }
            cl.setYear(year);

            gotOne = true;
        }"
